Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
6,23/12/2011,49.45,3.112,2143.54,55.54,1417.2,23.41,5336.5,220.9477245,6.551,False
6,30/12/2011,46.8,3.129,6098.54,82881.16,326.68,814.58,2728.99,221.1282634,6.551,True
6,06/01/2012,50.82,3.157,3220.17,32056.43,108.24,985.76,6650.63,221.3088023,6.132,False
6,13/01/2012,48.33,3.261,4779.48,11967.81,65.72,575.13,4512.18,221.4893412,6.132,False
6,20/01/2012,55.37,3.268,3413.91,1540.99,33.02,449.06,6587.63,221.5831306,6.132,False
6,27/01/2012,53.95,3.29,1510.59,630.92,37.1,17.0,2641.9,221.6769199,6.132,False
6,03/02/2012,57.45,3.36,36848.38,1772.68,161.55,28199.34,7151.33,221.7707093,6.132,False
6,10/02/2012,48.58,3.409,12635.19,5694.76,68.45,8976.17,6779.43,221.8644987,6.132,True
6,17/02/2012,49.03,3.51,13182.32,15299.89,12.82,6129.29,7603.05,222.026359,6.132,False
6,24/02/2012,59.17,3.555,9198.08,8878.31,10.6,642.13,5539.68,222.2392726,6.132,False
6,02/03/2012,60.32,3.63,20243.99,618.72,14.35,9687.4,4968.92,222.4521862,6.132,False
6,09/03/2012,57.89,3.669,7731.19,445.6,4.19,446.42,5729.67,222.6650998,6.132,False
6,16/03/2012,62.8,3.734,7034.05,103.68,4.59,2231.64,2062.04,222.8186603,6.132,False
6,23/03/2012,63.71,3.787,4928.84,57.72,10.95,664.8,3968.26,222.8930835,6.132,False
6,30/03/2012,67.91,3.845,12063.62,6.78,16.5,1859.67,3535.25,222.9675066,6.132,False
6,13/04/2012,71.29,3.891,4634.18,6968.14,18.04,1544.21,2875.46,223.1163529,5.964,False
6,20/04/2012,68.64,3.877,2326.27,2591.86,14.79,81.42,3663.48,223.17092,5.964,False
6,27/04/2012,71.5,3.814,2564.41,1.49,15.54,9.94,2556.36,223.2254871,5.964,False
6,04/05/2012,77.66,3.749,13643.53,266.0,117.27,5455.98,2773.56,223.2800541,5.964,False
6,01/06/2012,80.39,3.501,8267.68,16.0,441.83,1904.81,3517.55,223.3539397,5.964,False
6,08/06/2012,80.5,3.452,11150.2,188.6,63.7,859.54,6294.81,223.3553131,5.964,False
6,15/06/2012,82.1,3.393,7041.68,276.35,350.16,3373.11,5325.58,223.3680933,5.964,False
6,22/06/2012,81.2,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,False
6,06/07/2012,82.95,3.227,6087.24,254.9,205.95,3655.34,5715.69,223.4919851,5.668,False
6,13/07/2012,80.27,3.256,8413.69,113.45,39.42,5516.18,2724.98,223.5332824,5.668,False
6,20/07/2012,81.57,3.311,3762.14,148.95,18.43,3197.56,7560.36,223.5424501,5.668,False
6,27/07/2012,85.78,3.407,7017.6,203.26,8.11,17151.91,3340.02,223.5516178,5.668,False
6,03/08/2012,87.55,3.417,31765.22,141.14,19.13,15925.51,6069.02,223.5607856,5.668,False
6,10/08/2012,87.04,3.494,5750.2,187.04,5.21,3920.14,7505.63,223.5699533,5.668,False
6,17/08/2012,87.53,3.571,5433.03,171.64,0.01,4968.35,4940.37,223.6510224,5.668,False
6,24/08/2012,79.03,3.62,5492.77,103.36,50.0,5268.21,6277.08,223.7860175,5.668,False
6,31/08/2012,83.58,3.638,21801.35,111.57,16.74,15675.98,4002.59,223.9210125,5.668,False
6,07/09/2012,86.33,3.73,14105.12,47.96,24.6,3040.62,3558.18,224.0560076,5.668,True
6,14/09/2012,76.41,3.717,11072.87,22.0,6.01,3871.46,9997.93,224.2004678,5.668,False
6,21/09/2012,70.81,3.721,8735.97,3.82,6.15,855.06,9092.57,224.4017192,5.668,False
6,28/09/2012,77.82,3.666,4181.54,7.64,1.65,1952.69,2447.92,224.6029706,5.668,False
6,02/11/2012,58.38,3.386,13494.41,15350.17,34.79,5549.32,6682.4,225.0871495,5.329,False
6,09/11/2012,66.68,3.314,10750.41,1244.27,11.32,524.64,4196.85,225.1056736,5.329,False
6,16/11/2012,56.16,3.252,7849.78,146.12,64.7,957.54,8467.19,225.1376976,5.329,False
6,21/12/2012,58.51,3.098,5511.3,35.96,240.32,10.0,4165.9,225.4689545,5.329,False
6,28/12/2012,46.57,3.108,12663.68,52304.87,424.04,46.98,1668.09,225.5899734,5.329,True
6,04/01/2013,40.46,3.161,2958.8,59362.3,27.18,24.85,4190.08,225.7109924,5.372,False
6,11/01/2013,48.26,3.243,5510.29,33063.57,-0.86,693.1,3418.77,225.8320114,5.372,False
6,18/01/2013,44.94,3.237,3311.95,1697.99,5.34,3.0,2403.96,225.8649753,5.372,False
6,25/01/2013,57.35,3.227,1541.93,751.92,0.6,40.61,1107.6,225.8627173,5.372,False
6,01/02/2013,58.57,3.244,12770.23,1088.16,434.8,17254.24,4436.09,225.8604592,5.372,False
6,08/02/2013,60.55,3.417,64733.8,1335.25,240.3,34049.73,6567.44,225.8582011,5.372,True
6,15/02/2013,53.36,3.475,20422.71,6289.09,203.0,19117.99,7911.9,225.8980588,5.372,False
6,22/02/2013,54.57,3.597,12528.67,5392.98,29.98,270.37,3771.58,226.0432059,5.372,False
6,01/03/2013,50.08,3.711,5999.24,578.17,2.0,155.0,5362.39,226.1883529,5.372,False
6,08/03/2013,55.31,3.658,45591.46,212.69,79.91,8383.35,3778.9,226.3335,5.372,False
6,05/04/2013,61.4,3.583,13894.83,8546.67,635.55,1436.84,3152.22,226.7169822,5.285,False
6,12/04/2013,63.11,3.529,5772.74,180.35,97.82,1027.37,3742.94,226.8021404,5.285,False
6,19/04/2013,68.65,3.451,2218.26,9.04,95.2,13.38,1664.93,226.8021404,5.285,False
7,11/11/2011,19.53,3.505,3307.6,1431.65,143.06,1330.31,1680.9,195.6376941,8.513,False
7,18/11/2011,29.53,3.479,3221.47,1229.96,7.35,494.15,3947.57,195.7184713,8.513,False
7,25/11/2011,27.6,3.424,35.94,6.47,41487.59,12.0,905.95,195.7704,8.513,True
7,02/12/2011,20.38,3.378,2229.32,6.47,738.42,1630.88,11534.89,195.8223287,8.513,False
7,16/12/2011,15.2,3.266,2089.28,0.09,168.73,439.97,1899.74,195.9841685,8.513,False
7,23/12/2011,12.19,3.173,519.82,0.15,483.1,41.51,1313.38,196.1713893,8.513,False
7,30/12/2011,15.56,3.119,2026.82,17021.3,113.19,144.93,1178.13,196.3586101,8.513,True
7,06/01/2012,18.67,3.095,2373.44,11519.36,7.26,162.72,4504.47,196.5458309,8.256,False
7,13/01/2012,7.46,3.077,3167.26,5926.48,0.54,191.84,1415.69,196.7330517,8.256,False
7,20/01/2012,27.41,3.055,1967.73,2791.5,0.73,213.86,4297.27,196.7796652,8.256,False
7,03/02/2012,22.2,3.031,56917.7,1839.82,4.53,16241.73,2414.97,196.8728921,8.256,False
7,10/02/2012,18.79,3.103,13100.37,3096.6,1.73,4854.7,6266.04,196.9195056,8.256,True
7,17/02/2012,27.03,3.113,5453.54,4918.31,1.88,1838.98,5303.89,196.9432711,8.256,False
7,24/02/2012,24.41,3.129,10170.57,4331.71,93.06,2699.15,3456.7,196.9499007,8.256,False
7,02/03/2012,21.64,3.191,41848.34,2326.08,139.2,15505.0,1348.86,196.9565303,8.256,False
7,09/03/2012,30.1,3.286,12144.9,1178.96,2.18,996.02,2221.16,196.9631599,8.256,False
7,16/03/2012,37.29,3.486,2980.91,3.28,2.55,3440.61,1127.01,197.0457208,8.256,False
7,30/03/2012,44.99,3.75,8460.02,2.4,9.25,385.22,1666.6,197.4133259,8.256,False
7,13/04/2012,41.43,3.901,1662.2,1555.57,15.47,776.66,1377.63,197.780931,8.09,False
7,20/04/2012,39.3,3.936,2114.64,863.38,14.21,549.62,1509.05,197.7227385,8.09,False
7,08/06/2012,63.07,3.741,3729.69,76.6,0.12,444.64,3495.06,197.6551863,8.09,False
7,15/06/2012,59.33,3.723,16717.38,119.4,0.65,677.29,1144.07,197.692292,8.09,False
7,22/06/2012,63.69,3.735,12407.71,352.1,0.09,1239.04,1533.86,197.7389345,8.09,False
7,06/07/2012,64.67,3.646,2779.97,326.2,5.07,2112.68,1548.33,197.8322195,7.872,False
7,13/07/2012,64.21,3.613,1562.86,85.7,0.35,424.66,57029.78,197.8788621,7.872,False
7,20/07/2012,62.87,3.585,1182.59,114.37,11.37,198.49,2423.07,197.9290378,7.872,False
7,27/07/2012,64.6,3.57,1064.81,688.66,3.45,1264.45,2007.5,197.9792136,7.872,False
7,03/08/2012,61.83,3.528,9468.47,109.88,2.88,8606.99,1605.62,198.0293893,7.872,False
7,10/08/2012,63.41,3.509,4032.28,26.2,55.79,2124.61,960.59,198.0795651,7.872,False
7,17/08/2012,59.66,3.545,1266.82,34.6,46.86,1649.91,1421.44,198.1001057,7.872,False
7,24/08/2012,59.27,3.558,2534.52,19.6,1.86,1627.26,3915.85,198.0984199,7.872,False
7,31/08/2012,60.46,3.556,6246.07,9.0,16.35,2482.01,1225.36,198.0967341,7.872,False
7,21/09/2012,51.77,3.765,4113.14,12.0,3.0,344.2,4693.52,198.358523,7.872,False
7,28/09/2012,50.64,3.789,3735.2,6.91,4.5,917.2,1793.35,198.5903276,7.872,False
7,26/10/2012,42.53,3.686,2818.42,24.03,2.97,343.26,1064.56,199.2195317,7.557,False
7,02/11/2012,37.2,3.604,3335.15,1937.31,5.02,282.71,1127.18,199.2908671,7.557,False
7,09/11/2012,36.89,3.545,1797.81,3661.28,10.0,501.33,3222.63,199.3622024,7.557,False
7,16/11/2012,23.91,3.479,4971.72,723.12,7.28,845.51,1710.22,199.4313603,7.557,False
7,28/12/2012,2.32,3.108,7153.0,7398.79,106.33,24.43,1286.48,200.1690745,7.557,True
7,04/01/2013,-6.08,3.034,1390.63,11904.04,37.82,65.08,1446.44,200.3940829,7.107,False
7,11/01/2013,-6.61,2.957,2117.01,8298.08,8.61,15.26,745.42,200.6190912,7.107,False
7,18/01/2013,-7.29,2.889,6630.25,3626.32,1.96,1174.23,1513.31,200.7382625,7.107,False
7,25/01/2013,4.0,2.872,717.12,1046.55,0.6,20.88,826.28,200.815099,7.107,False
7,01/02/2013,25.67,2.998,4389.12,316.88,113.68,4128.61,1238.01,200.8919355,7.107,False
7,08/02/2013,11.26,3.214,30907.52,185.19,392.36,16519.53,2304.12,200.968772,7.107,True
7,15/02/2013,13.73,3.391,8906.51,490.37,0.24,959.51,3846.26,201.040053,7.107,False
7,22/02/2013,13.39,3.563,7919.43,642.57,46.54,3475.28,1450.55,201.0974452,7.107,False
7,01/03/2013,11.94,3.638,3789.54,99.08,0.4,33.38,959.83,201.1548374,7.107,False
7,08/03/2013,24.24,3.624,9370.38,85.98,107.66,2891.2,1385.72,201.2122297,7.107,False
7,05/04/2013,39.3,3.633,6121.49,979.92,152.85,161.59,986.23,201.1131902,6.953,False
7,12/04/2013,34.79,3.642,1731.11,28.55,25.47,89.14,1032.44,201.0705712,6.953,False
7,19/04/2013,29.7,3.603,1726.61,0.03,28.68,188.07,1130.11,201.0705712,6.953,False
8,11/11/2011,50.56,3.297,4971.01,4538.18,541.05,1407.72,3846.73,221.4595129,6.123,False
8,18/11/2011,51.72,3.308,6839.45,114.32,166.32,868.79,4442.66,221.6911738,6.123,False
8,25/11/2011,49.61,3.236,437.61,320.76,45968.51,110.41,992.9,221.9491571,6.123,True
8,02/12/2011,40.82,3.172,2222.42,286.0,1464.46,1192.79,13865.57,222.2071405,6.123,False
8,09/12/2011,30.51,3.158,4425.92,36.0,346.05,1791.15,9889.35,222.4651238,6.123,False
8,16/12/2011,39.79,3.159,739.45,34.0,326.76,169.2,2238.66,222.6910959,6.123,False
8,23/12/2011,38.16,3.112,1234.0,0.3,891.94,14.0,5884.24,222.8743862,6.123,False
8,30/12/2011,36.33,3.129,3701.08,36381.83,164.34,178.4,1508.56,223.0576765,6.123,True
8,06/01/2012,43.47,3.157,3093.39,26001.46,96.35,500.91,4468.63,223.2409668,5.825,False
8,13/01/2012,36.46,3.261,6725.29,12764.99,15.98,299.73,3851.69,223.4242571,5.825,False
8,20/01/2012,46.81,3.268,1643.08,1055.47,9.02,411.88,3161.92,223.5188055,5.825,False
8,27/01/2012,45.52,3.29,6065.01,730.16,15.18,30.28,24241.12,223.6133539,5.825,False
8,03/02/2012,45.56,3.36,41524.03,1412.41,83.15,18723.56,3886.31,223.7079023,5.825,False
8,10/02/2012,35.71,3.409,9332.6,3298.88,32.12,6530.08,4858.74,223.8024507,5.825,True
8,17/02/2012,37.51,3.51,4376.58,10723.12,10.5,1546.82,4117.02,223.9658621,5.825,False
8,24/02/2012,46.33,3.555,9712.39,4960.15,1.0,2441.26,5314.33,224.1809207,5.825,False
8,02/03/2012,50.95,3.63,19521.45,1000.19,0.6,5819.37,3641.54,224.3959793,5.825,False
8,09/03/2012,49.59,3.669,7740.12,269.44,2.0,509.65,4678.17,224.6110379,5.825,False
8,16/03/2012,56.63,3.734,4879.04,501.9,6.14,1078.01,1288.81,224.7657327,5.825,False
8,23/03/2012,52.9,3.787,6155.76,499.11,2.04,403.32,2748.36,224.8399424,5.825,False
8,13/04/2012,65.19,3.891,7627.83,4689.55,4.2,940.82,1723.28,225.0625714,5.679,False
8,20/04/2012,63.59,3.877,3600.79,2105.64,4.9,1768.65,14945.23,225.1179914,5.679,False
8,27/04/2012,70.34,3.814,5440.25,1.5,2.2,15.6,3302.44,225.1734114,5.679,False
8,01/06/2012,78.31,3.501,11578.32,41.6,58.17,1319.45,2044.72,225.300865,5.679,False
8,08/06/2012,74.28,3.452,8721.82,252.8,30.45,679.89,5160.31,225.3011521,5.679,False
8,15/06/2012,77.14,3.393,8583.02,265.7,151.05,1184.4,5675.58,225.3134743,5.679,False
8,22/06/2012,78.85,3.346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,False
8,06/07/2012,81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.401,False
8,13/07/2012,78.46,3.256,10278.48,129.2,24.0,1750.15,2057.71,225.4831143,5.401,False
8,20/07/2012,79.94,3.311,6764.94,164.8,13.02,390.77,58068.14,225.4930078,5.401,False
8,27/07/2012,81.71,3.407,6382.88,80.6,3.55,2242.95,4403.2,225.5029014,5.401,False
8,03/08/2012,85.06,3.417,12755.02,88.2,17.83,4783.44,4865.74,225.5127949,5.401,False
8,10/08/2012,83.74,3.494,11811.65,26.0,59.03,2215.73,2801.89,225.5226885,5.401,False
8,17/08/2012,81.21,3.571,3224.14,21.02,4.26,1066.29,5044.43,225.6050797,5.401,False
8,24/08/2012,73.77,3.62,3822.14,6.4,4.2,763.09,3570.91,225.7418442,5.401,False
8,31/08/2012,75.33,3.638,10297.42,21.6,17.16,3952.93,3198.02,225.8786088,5.401,False
8,07/09/2012,80.87,3.73,11548.63,9.0,29.22,1177.09,2831.4,226.0153733,5.401,True
8,28/09/2012,71.1,3.666,5518.65,1.91,0.55,1103.02,2049.02,226.5675714,5.401,False
8,26/10/2012,64.74,3.506,2679.05,20.38,6.0,384.25,1691.31,227.0369359,5.124,False
8,02/11/2012,53.41,3.386,8753.34,2732.6,6.3,1715.26,2261.91,227.0554553,5.124,False
8,09/11/2012,58.95,3.314,6026.16,4076.16,5.83,274.99,2239.32,227.0739747,5.124,False
8,16/11/2012,48.24,3.252,14137.45,3180.35,44.98,629.78,3936.76,227.1065086,5.124,False
8,21/12/2012,43.31,3.098,6006.01,57.96,60.32,114.91,2614.41,227.4430023,5.124,False
8,28/12/2012,33.68,3.108,8867.99,21760.08,99.96,39.0,356.86,227.5645668,5.124,True
8,11/01/2013,38.79,3.243,4261.84,7990.99,4.58,259.79,3090.33,227.8076959,5.212,False
8,18/01/2013,31.83,3.237,5317.35,5022.45,1.12,176.18,1567.8,227.8390876,5.212,False
8,01/02/2013,46.81,3.244,17701.91,532.5,46.4,13281.29,2476.34,227.8297327,5.212,False
8,08/02/2013,47.16,3.417,56131.52,176.31,761.61,16189.82,5425.07,227.8250553,5.212,True
8,15/02/2013,40.34,3.475,7808.31,2965.72,1.86,530.03,5326.7,227.8635,5.212,False
8,22/02/2013,40.81,3.597,8245.49,4084.81,1.6,1976.55,2110.41,228.00975,5.212,False
8,01/03/2013,37.3,3.711,28754.5,289.26,1.2,20.81,1570.24,228.156,5.212,False
8,08/03/2013,51.05,3.658,28078.98,36.34,60.92,2031.46,3412.68,228.30225,5.212,False
8,05/04/2013,52.56,3.583,9189.81,5271.72,269.79,1103.23,1391.14,228.6926456,5.024,False
8,12/04/2013,57.36,3.529,3916.55,890.74,64.2,278.27,2337.48,228.7796682,5.024,False
8,19/04/2013,58.84,3.451,6880.74,173.25,85.36,84.02,1397.94,228.7796682,5.024,False
9,11/11/2011,58.28,3.297,3235.06,1645.11,63.15,1580.98,2209.21,221.6482278,6.054,False
9,18/11/2011,58.8,3.308,3648.4,2.63,21.12,1639.62,3623.62,221.8803923,6.054,False
9,23/12/2011,44.43,3.112,719.14,0.24,318.75,17.72,2357.19,223.0661125,6.054,False
9,30/12/2011,43.41,3.129,2155.73,14481.63,44.07,237.84,3699.24,223.2496766,6.054,True
9,06/01/2012,47.54,3.157,3597.08,6203.76,11.2,3743.55,1912.75,223.4332408,5.667,False
9,03/02/2012,54.43,3.36,19289.22,527.14,4.46,9955.21,3428.92,223.9006766,5.667,False
9,10/02/2012,44.03,3.409,5619.8,1595.17,1.71,4740.66,4494.14,223.9953006,5.667,True
9,17/02/2012,43.81,3.51,4572.81,5448.91,6.0,945.06,7589.85,224.1588663,5.667,False
9,24/02/2012,53.67,3.555,3801.98,4010.13,1.0,586.06,7315.09,224.3741384,5.667,False
9,09/03/2012,54.03,3.669,3923.2,96.52,17.36,990.11,2755.72,224.8046825,5.667,False
9,16/03/2012,59.94,3.734,1913.05,1.8,7.33,436.67,14026.36,224.9594902,5.667,False
9,23/03/2012,58.79,3.787,1681.15,1.8,0.68,414.45,466.42,225.0336786,5.667,False
9,20/04/2012,68.04,3.877,910.31,121.25,2.0,265.55,1146.34,225.3117488,5.539,False
9,01/06/2012,80.26,3.501,2542.14,35.6,76.8,374.37,3413.57,225.4946078,5.539,False
9,08/06/2012,78.91,3.452,3564.15,142.2,0.3,81.26,5518.29,225.4947868,5.539,False
9,15/06/2012,82.21,3.393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,5.539,False
9,06/07/2012,84.15,3.227,3165.17,87.2,8.08,1642.41,2096.86,225.6346256,5.277,False
9,20/07/2012,83.39,3.311,1107.97,0.5,5.85,862.28,1986.24,225.6871121,5.277,False
9,27/07/2012,86.41,3.407,1042.73,8.0,1.66,1129.2,2929.43,225.6970779,5.277,False
9,03/08/2012,90.23,3.417,11864.5,61.0,0.22,1659.09,2176.37,225.7070437,5.277,False
9,10/08/2012,88.66,3.494,3180.78,-9.94,1.4,2112.03,2314.58,225.7170094,5.277,False
9,07/09/2012,87.93,3.73,4837.99,-5.96,22.74,602.8,1377.59,226.2103541,5.277,True
9,28/09/2012,76.8,3.666,1699.68,1.91,0.55,190.38,1819.15,226.7630732,5.277,False
9,02/11/2012,56.26,3.386,2291.26,2178.48,65.25,20.52,1347.79,227.2513257,4.954,False
9,09/11/2012,63.9,3.314,3595.06,2243.43,27.65,1000.2,1881.75,227.2698446,4.954,False
9,16/11/2012,53.15,3.252,1675.29,278.78,35.64,153.18,1749.12,227.3024293,4.954,False
9,23/11/2012,59.74,3.211,2.5,0.02,55952.99,14.64,310.72,227.3537683,4.954,True
9,28/12/2012,40.51,3.108,4089.65,7901.92,292.62,146.64,142.75,227.7610629,4.954,True
9,11/01/2013,42.47,3.243,2071.62,3716.52,1.48,27.44,3263.71,228.0043006,5.049,False
9,18/01/2013,36.34,3.237,3421.04,1401.49,2.88,381.88,1418.05,228.0355358,5.049,False
9,25/01/2013,49.14,3.227,200.46,348.2,-14.29,59.0,2162.77,228.0306176,5.049,False
9,01/02/2013,52.1,3.244,1879.84,168.58,60.0,1906.67,2777.26,228.0256994,5.049,False
9,08/02/2013,52.91,3.417,24879.62,283.19,23.36,11771.16,7923.44,228.0207813,5.049,True
9,15/02/2013,46.86,3.475,4934.31,1410.08,0.18,1471.88,1929.96,228.0590854,5.049,False
9,22/02/2013,45.91,3.597,2810.86,1405.04,-179.26,63.12,3593.56,228.2054451,5.049,False
9,08/03/2013,54.57,3.658,7327.86,14.52,20.3,970.77,2610.21,228.4981646,5.049,False
9,05/04/2013,56.16,3.583,5976.92,627.38,269.52,614.76,1442.47,228.8892482,4.893,False
9,12/04/2013,63.1,3.529,1113.0,136.6,29.28,104.16,4195.31,228.9764563,4.893,False
10,11/11/2011,55.28,3.677,13444.17,14909.99,752.18,4320.22,5896.3,129.8167097,7.874,False
10,18/11/2011,58.97,3.669,3886.23,708.7,115.18,695.54,9141.32,129.8268333,7.874,False
10,25/11/2011,60.68,3.76,174.72,329.0,141630.61,79.0,1009.98,129.8364,7.874,True
10,02/12/2011,57.29,3.701,7772.17,240.0,4737.51,6615.5,36360.42,129.8459667,7.874,False
10,09/12/2011,42.58,3.644,7010.08,74.24,1019.36,5124.86,9458.28,129.8555333,7.874,False
10,16/12/2011,50.53,3.489,2200.27,337.44,1203.16,158.52,3475.95,129.8980645,7.874,False
10,23/12/2011,48.36,3.541,300.02,77.73,2432.01,108.37,4078.21,129.9845484,7.874,False
10,30/12/2011,48.92,3.428,7676.36,104519.54,179.82,1573.87,3732.93,130.0710323,7.874,True
10,06/01/2012,59.85,3.443,7737.75,38456.09,39.72,305.2,5408.08,130.1575161,7.545,False
10,13/01/2012,51.0,3.477,5203.77,14424.42,1.38,597.55,5659.57,130.244,7.545,False
10,20/01/2012,54.51,3.66,2972.31,3286.44,1.0,644.03,5331.52,130.2792258,7.545,False
10,03/02/2012,56.85,3.543,42468.4,1985.73,174.33,33345.34,5609.77,130.3496774,7.545,False
10,10/02/2012,55.73,3.722,8414.22,861.38,66.96,6806.11,5723.0,130.3849032,7.545,True
10,17/02/2012,54.12,3.781,20174.89,8935.08,10.8,6330.02,12821.24,130.4546207,7.545,False
10,02/03/2012,57.62,3.882,22685.06,152.91,48.76,5831.75,2808.95,130.6457931,7.545,False
10,09/03/2012,57.65,3.963,11265.62,7.9,14.95,919.45,2473.83,130.7413793,7.545,False
10,16/03/2012,62.11,4.273,3977.45,-10.5,6.03,1928.5,2273.92,130.8261935,7.545,False
10,23/03/2012,56.54,4.288,4034.35,3.1,4.08,480.89,2194.51,130.8966452,7.545,False
10,13/04/2012,70.28,4.254,7299.64,10818.3,27.47,3675.97,1148.04,131.108,7.382,False
10,20/04/2012,67.75,4.111,4973.95,4561.31,5.17,1953.72,3653.48,131.1173333,7.382,False
10,27/04/2012,80.11,4.088,3444.43,1.5,3.39,124.18,2906.22,131.1266667,7.382,False
10,08/06/2012,86.87,4.103,7184.69,31.0,338.26,637.39,5399.57,130.8896774,7.382,False
10,15/06/2012,88.58,4.144,6017.71,18.8,41.99,2052.91,4250.19,130.8295333,7.382,False
10,22/06/2012,89.92,4.014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.382,False
10,06/07/2012,86.87,3.666,12644.88,11.2,4.12,5763.56,4746.94,130.7196333,7.17,False
10,13/07/2012,89.8,3.723,7069.25,5.0,0.32,8194.36,1372.82,130.683,7.17,False
10,20/07/2012,84.45,3.589,6596.8,-1.6,44.6,4275.27,10650.28,130.7012903,7.17,False
10,17/08/2012,88.83,4.002,4407.9,0.0,7.2,3037.56,3717.52,130.7909677,7.17,False
10,07/09/2012,83.07,4.124,11848.88,20.0,47.52,3530.47,2552.3,130.9325484,7.17,True
10,21/09/2012,81.93,4.125,11273.56,245.91,27.0,2976.5,7950.03,131.0103333,7.17,False
10,28/09/2012,82.52,3.966,6091.96,62.82,2.82,3350.88,1751.75,131.043,7.17,False
10,26/10/2012,70.5,4.301,9657.93,63.3,100.0,1925.87,834.57,131.1930968,6.943,False
10,02/11/2012,70.79,4.099,25680.2,6037.06,44.68,17412.04,4223.05,131.2362258,6.943,False
10,09/11/2012,70.28,3.78,9208.4,2501.11,364.14,679.96,6831.32,131.2793548,6.943,False
10,16/11/2012,58.82,3.703,13459.0,120.76,128.41,1802.25,5503.42,131.3258,6.943,False
10,23/11/2012,63.95,3.759,1789.75,0.1,146394.44,787.24,1005.18,131.3766667,6.943,True
10,21/12/2012,49.79,3.393,5582.35,11.0,248.02,72.29,3904.43,131.642,6.943,False
10,28/12/2012,50.09,3.48,7810.94,71074.17,618.04,15.47,302.01,131.747,6.943,True
10,04/01/2013,45.01,3.339,2912.56,47440.51,8.96,102.02,3591.51,131.852,6.897,False
10,11/01/2013,49.38,3.542,5044.1,12418.39,4.14,1338.89,2169.24,131.957,6.897,False
10,18/01/2013,40.67,3.545,2985.32,2043.0,2.74,2.88,2275.88,132.030871,6.897,False
10,25/01/2013,59.76,3.558,2255.78,1790.75,1.7,693.48,1280.81,132.0922903,6.897,False
10,01/02/2013,51.86,3.6,12823.37,683.96,388.4,7973.65,1063.21,132.1537097,6.897,False
10,08/02/2013,57.25,3.795,73407.49,127.12,440.16,37571.17,7891.72,132.215129,6.897,True
10,15/02/2013,45.8,3.612,15135.48,4327.15,35.2,3501.52,7136.52,132.2725714,6.897,False
10,22/02/2013,52.39,4.031,9000.19,4205.69,200.4,1181.68,3176.17,132.3200714,6.897,False
10,01/03/2013,48.17,3.83,17336.83,324.31,2.0,581.51,1568.74,132.3675714,6.897,False
10,08/03/2013,64.17,4.125,30042.66,349.22,29.14,6969.72,4125.89,132.4150714,6.897,False
10,05/04/2013,70.74,3.808,9965.99,4803.63,766.72,3310.09,2541.31,132.6537742,6.791,False
10,12/04/2013,66.61,3.797,7655.94,633.02,70.48,3582.29,2394.07,132.7160968,6.791,False
10,19/04/2013,68.63,3.941,1432.3,5.46,171.64,122.62,655.79,132.7160968,6.791,False
11,11/11/2011,64.2,3.297,9134.39,10126.19,473.38,2206.22,6338.3,221.4117517,7.197,False
11,18/11/2011,66.17,3.308,10941.05,222.94,263.1,404.05,8885.3,221.6432852,7.197,False
11,25/11/2011,70.03,3.236,531.09,74.35,71081.98,3.0,1676.85,221.9011185,7.197,True
11,02/12/2011,56.89,3.172,7019.2,97.47,2917.09,3648.95,28803.28,222.1589519,7.197,False
11,09/12/2011,50.63,3.158,4923.89,36.0,525.03,2598.36,8696.45,222.4167852,7.197,False
11,16/12/2011,59.69,3.159,1812.02,143.06,592.44,669.07,4900.25,222.6426418,7.197,False
11,30/12/2011,48.86,3.129,4241.32,58046.41,239.33,78.09,586.72,223.0090839,7.197,True
11,06/01/2012,54.44,3.157,5107.29,32305.3,144.66,530.55,6004.19,223.1923049,6.833,False
11,13/01/2012,53.1,3.261,7153.87,4831.34,39.14,590.68,8698.99,223.3755259,6.833,False
11,20/01/2012,56.43,3.268,2421.89,1803.64,37.76,297.73,2282.23,223.4700552,6.833,False
11,27/01/2012,58.36,3.29,708.33,1631.94,49.3,3.0,2116.1,223.5645845,6.833,False
11,03/02/2012,60.24,3.36,50909.18,1957.49,137.23,37091.67,6418.36,223.6591137,6.833,False
11,10/02/2012,52.23,3.409,12424.72,4575.75,81.74,8932.68,6987.67,223.753643,6.833,True
11,17/02/2012,52.77,3.51,10256.46,9792.52,24.82,4060.54,2418.36,223.9170153,6.833,False
11,24/02/2012,61.11,3.555,17546.88,7531.48,0.5,3698.03,12656.68,224.1320199,6.833,False
11,02/03/2012,62.61,3.63,16404.25,1191.27,7.03,11524.7,4400.35,224.3470245,6.833,False
11,09/03/2012,61.44,3.669,7634.94,379.04,3.5,1251.85,6147.5,224.5620291,6.833,False
11,16/03/2012,64.21,3.734,7073.59,224.43,4.19,3164.68,2438.5,224.7166953,6.833,False
11,23/03/2012,67.16,3.787,7359.11,297.23,2.04,558.46,3588.44,224.7909104,6.833,False
